@id,@lon,@lat,name,website
21015347,15.4323850,47.0298732,Puntigamer Brauhaus,
21306981,15.4782858,47.0514201,Kings Wok,
26412910,15.4710757,47.0308197,Venier's,http://www.veniers.com
26899232,15.4482614,47.0756757,Propeller,http://www.propeller.co.at/
31622693,15.4557529,47.0468523,Hooters,
31622762,15.4617155,47.0381370,Römerstube,
31622775,15.4696412,47.0594344,Cuba,http://www.cafe-bar-cuba.at
31622878,15.4800526,47.0502833,San Pedro,http://www.sanpietro.at
31625408,15.4605827,47.0678349,Philipp,http://www.konditorei-philipp.at
31625430,15.4377900,47.0669485,Gösser Bräu,http://www.goesserbraeugraz.at
36790855,15.4266559,47.0659601,Nil,http://nil.mur.at/
49192602,15.4375989,47.0740742,Aiola upstairs,
63621200,15.4523885,47.0726465,pharmacy bar,www.pharmacy-bar.com
77811489,15.4415180,47.0665910,McDonald's,
251710887,15.4337489,47.0717298,Cafe Centraal,http://www.centraal.at/
251710888,15.4344504,47.0706420,tribeka,http://tribeka.at
251710889,15.4339001,47.0710287,Kunsthauscafé,http://kunsthauscafe.co.at/
251710890,15.4358726,47.0708520,Schwalbennest,
251710891,15.4387693,47.0705402,Sacher,
251710897,15.4407955,47.0711946,Eckstein,
251711052,15.4412508,47.0707092,Frankowitsch,http://www.frankowitsch.at/
251711053,15.4407441,47.0729828,Cafe Mitte,http://www.cafemitte.at
251711054,15.4400347,47.0735797,SternBar,
256098169,15.4108216,47.0536389,Mario's Treff,
256488416,15.4246652,47.0634958,For You,
257412119,15.4237922,47.0669589,Gasthaus Doppler,
257412123,15.4255190,47.0670288,Cafe Monaco,
257412125,15.4269241,47.0673459,Prince Charles,
260443425,15.4087927,47.0719098,Ritzi's,
266332008,15.4161184,47.0550379,Cafe-Restaurant Elisabeth,
266479021,15.4432420,47.0671133,Kapadokya Kebab,http://www.kapadokya-kebap.at
266479122,15.4361044,47.0714641,Flann O'Brien,http://www.flannobrien.at/
267255311,15.4748214,47.0564316,Kirchenwirt (vulgo Zechner),http://www.kirchenwirt-stpeter.gws.cc/
267255441,15.4725518,47.0567185,Alibi,
267255482,15.4759048,47.0575627,Café Logo,
267256095,15.4520216,47.0656578,North,http://www.northandsouth.at/
267256633,15.4483565,47.0648688,Corti,
269063448,15.4029608,47.0707123,Sorger,
269225090,15.4012320,47.1081014,Red Corner,
269227786,15.4135897,47.1139557,Zum Feldwirt,
269444696,15.4217920,47.1035928,Welat,
269444698,15.4208359,47.1056140,Kaffee Mühle,
269957911,15.4412307,47.0712636,Glöcklbräu,
270186861,15.5152659,47.1036227,Buschenschank Sattler,
270199336,15.3814072,47.0509684,Gasthaus St. Johann + Paul,
270330954,15.3737325,47.0340387,Orthacker,
270508849,15.4041088,47.0810800,Rathschüler-Muhr,
271409102,15.4696701,47.0642512,Steffis Café,
271410125,15.4014614,47.0731598,Beile,
271779034,15.3854165,47.0903413,Bergheuriger Mausser,http://www.maussermost.at/
274237132,15.4631541,47.0601822,Trattoria,
275416620,15.4329631,47.0282741,Temmel,
275529960,15.4964642,47.0701267,Mostschänke Schloss Lustbühel,http://www.buschenschank.at/Graz/Mostschenke-Schlo%C3%9F-Lustb%C3%BChel
275530402,15.4787541,47.0506724,s'Kirscherl,
276960140,15.4477908,47.0722487,Cohibar,
276960161,15.4440816,47.0686887,Carl,
277698073,15.4367279,47.0730256,Reinerhof,
277700351,15.4014928,47.0708952,Asia Wok Royal,
278641299,15.4412610,47.0670560,Cafe Sorger,
279160391,15.3860316,47.0665910,Gaisberg Stubn,
279844208,15.3962720,47.0797134,Kreuzwirt,
280071630,15.4052994,47.0850104,Bokan,
280171006,15.4326595,47.0711130,Cafe Sorger,http://www.sorgerbrot.at/
280171073,15.4395729,47.0667560,Wein & Co,http://www.weinco.at/standorte/alle-standorte/9361
280171201,15.4394936,47.0663875,Deutsch,
280171402,15.4405871,47.0668002,eat Asia,
280235883,15.4361446,47.0691820,Stix II,
280236650,15.4343741,47.0694638,Der Steirer,http://www.der-steirer.at/
280236676,15.4345258,47.0694626,Kaffee Weitzer,
280237319,15.4341606,47.0698974,Mangolds,http://www.mangolds.at
281040829,15.4243341,47.0713952,Postl,http://gasthaus-postl.at
287632812,15.3872757,47.0645313,Gasthof Zum Bayernbrunnen,
289182745,15.4669235,47.0622110,Café Bar Lounge PLÜ,
289887845,15.4380399,47.0665467,Neutorcafe,
290440103,15.4479259,47.0720120,Pastis,http://www.pastis.at
291463570,15.4403123,47.0715534,Molly Malone,http://www.molly-malone.at
291463571,15.4397802,47.0713952,M1 Cafe-Bar,http://m1-bar.at
291463572,15.4396963,47.0713595,Nachtexpress,
291464594,15.4464551,47.0668081,Athen,
291464595,15.4466310,47.0667373,Pamukkale,
291464826,15.4497572,47.0763717,Bierfactory XXL,http://www.bierfactoryxxl.at/
291464829,15.4464395,47.0785326,3 Goldenen Kugeln,
291465007,15.4197924,47.0715916,3 Goldenen Kugeln,
291465085,15.4330480,47.0732973,Brot&Spiele,http://www.brot-spiele.com/
292476935,15.3734481,47.1115959,Raachwirt,
292478042,15.3940199,47.1003797,Konditorei Renn,
297464322,15.4420218,47.0712441,Santa Clara,
297464403,15.4419181,47.0713886,Stainzerbauer,
297758637,15.4731381,47.0714792,Buschenschank Schaar,
299067900,15.4348618,47.0750645,Taverne zum Güldenen Bären,
299587849,15.4474776,47.0768069,Harrach,
300958650,15.4366935,47.0714154,O'Carolans,
301265567,15.4452280,47.0770017,Fotter,
304816813,15.4508368,47.0762607,Mensa Markt Uni Graz Sonnenfelsplatz,
309560419,15.4473415,47.0766191,Galliano,
312946789,15.4430915,47.0709234,The Office Pub,
312946791,15.4428865,47.0708695,The Spot,
312946798,15.4415273,47.0711057,Hasenstall,
312946799,15.4395355,47.0718696,Dizzy's,
312946800,15.4332816,47.0734931,Miles : Jazz Bar,
312946802,15.4333635,47.0734830,blendend,
316419529,15.4438171,47.0671951,Geflügel Draxler,http://www.gefluegel-draxler.at/
316756802,15.4730551,47.0567999,Gambaro Rosso,
317335810,15.4325893,47.0742476,Die Scherbe,http://www.scherbe.com/
319117640,15.4242339,47.0726767,Resel Stube,
330011818,15.4518867,47.0655560,South,http://www.northandsouth.at/
330064861,15.4510568,47.0695588,Bar28,
330261657,15.4371771,47.0709484,Weinstube Schmiedt,
330263916,15.4361294,47.0730459,Alte Münze,http://www.altemuenze.at/cms/1/
332349946,15.4013802,47.0703495,Das Eggenberg,http://www.das-eggenberg.at
333542773,15.4497427,47.0684064,Kork,www.kork-cafe.com
339415026,15.4625042,47.0410190,McDonald's,
339715582,15.4268977,47.0601379,Burger King,
344184756,15.4488569,47.0716777,Grammophon,
344195967,15.4267442,47.0710119,Foyer,http://www.cafefoyer.at
365547599,15.4031721,47.0731342,Roschitz Das Gasthaus,
366573470,15.4416203,47.0665948,Stockwerk,http://stockwerkjazz.mur.at/
369511880,15.4095360,47.0702586,Pucher,
369820208,15.4770244,47.1180704,Buschenschank Wastl,
371204083,15.4272499,47.0603629,Interspar Restaurant,
371388852,15.4637562,47.0400873,Interspar Restaurant,
387527897,15.4463102,47.0786672,Zeppelin,
387528628,15.4237405,47.0740590,Rondo,http://www.restaurant-rondo.at/
418639380,15.4506438,47.0802024,Bierbaron,
418715359,15.4452095,47.0779635,Lokal Müller,http://www.lokalmueller.at/
435044303,15.4109639,47.1165027,Taverne Zum Kirchenwirt,
442888896,15.4523215,47.0728575,Guest Room,
446861206,15.4365184,47.0729179,Graf Leopold,
446866223,15.4372953,47.0703169,Don Camillo,
452490438,15.4395713,47.0712908,Yamamoto,http://www.yamamoto-sushibar.at
454412013,15.4484210,47.0755105,Beanery Coffee,
454412014,15.4461520,47.0753737,Ritter,
454470895,15.4475741,47.0791717,Bica,
465223694,15.4358855,47.0648157,Sorger,
465223749,15.4367077,47.0647812,Hubert Auer,http://www.hubert-auer.at
465226993,15.4016831,47.0690430,House of Jausen,
465227876,15.4011801,47.0682822,Cafe Casino,
465228631,15.4007887,47.0677848,Weinstube Jäger,
472629497,15.4095976,47.0698888,Gelateria by Luis,
482375479,15.4603218,47.0585997,Mensa Inffeldgasse,
485613309,15.4339142,47.0815858,China Restaurant Imperium,
508759950,15.4474170,47.0752560,Tset tsen,
510122998,15.3918359,47.0992715,Gasthaus Kokol,
540732926,15.4521941,47.0811293,Zum Weißen Kreuz,
560544124,15.4493425,47.0759348,Geek's Café,https://www.facebook.com/Geeks-Caf%C3%A9-1693120194257119
560985778,15.4465115,47.0762540,Mond,www.chinarestaurantmond.at
566701248,15.4497292,47.0758341,Mangolds vis-a-vis,
566703094,15.4508812,47.0785836,ReSoWi-Cafeteria,
568129694,15.4311571,47.0666869,Gasthaus zu den 3 goldenen Kugeln,http://3goldenekugeln.at/
568129696,15.4636767,47.0658607,Gasthof di Gallo,
568816532,15.4455175,47.0758102,B.eat,https://www.facebook.com/beat.graz
568816537,15.4477896,47.0753237,Unis Kebab,
570339808,15.4333334,47.0715493,The Running Horse,
575136974,15.4407159,47.0727664,Hathi,
616791028,15.4388993,47.0695308,Welscher Stub'n,http://www.welscherstubn.at
616896682,15.4415730,47.0711161,Steirer Pub,Steirer-pub.at
616898598,15.4383610,47.0717384,Sorger,
629028260,15.4639380,47.0600408,Cafe Pail,
662159421,15.4509623,47.0801713,Liebig,http://www.cafe-liebig.at/wp/
704495434,15.4588850,47.0753231,tribeka,http://tribeka.at
759627874,15.4429536,47.0700314,Weinlokal Der Keller,
788311947,15.4478957,47.0876825,Cafe Rosenhain,
810497467,15.4840854,47.0475089,Pizzeria Bellino,http://bellino-graz.at/
815231372,15.3959943,47.0566841,Famoos,
817549245,15.4334386,47.0731380,The Pub,
825158290,15.4685883,47.0816521,Cafe Kern,
829053573,15.4391662,47.0687939,Gerüchteküche,http://www.geruechtekueche.org/
829114314,15.4246116,47.0716847,Siam,
830458540,15.4522697,47.0593797,Gustotheke,
835053146,15.4427091,47.0677857,Grünzeugs,http://gruenzeugs.com/
835053147,15.4410944,47.0668329,Da Pina,
841828276,15.4494016,47.0450213,Kaserne 99,
847359462,15.4424325,47.0670721,Burger King,https://www.burgerking.at/
847359541,15.4370320,47.0716472,Cafe Erzherzog Johann,www.erzherzog-johann.com
847359626,15.4416705,47.0673210,Eat&Go,
853676133,15.4602422,47.0840612,Purberg,
855364232,15.4418953,47.0687216,MM,http://www.mm-graz.at/
860343830,15.4389451,47.0800091,Hendl Eck,
860412554,15.4394981,47.0661460,Tam Tam,
861376568,15.4403145,47.0631405,Brötchen Rainer,http://www.imbiss-rainer.at/
861376608,15.4404035,47.0634765,s'Biergartl,
861376630,15.4423013,47.0694766,Gelateria Roma,
863999549,15.4430997,47.0536941,Don Benio,
864679931,15.4459439,47.0576950,Restaurant Georgi,
864679942,15.4374841,47.0657570,Ganesha,http://www.ganeshagraz.at/
864679943,15.4395443,47.0659602,Milu-Milu,
866131273,15.4410387,47.0634761,Cafe 7,
866917628,15.4436304,47.0632193,Ortweinstand,
868971370,15.4418092,47.0666555,Subway,http://www.subway-sandwiches.de
868996156,15.4283623,47.0711871,Chillout,
876338129,15.4163018,47.0998706,Bianco,
876338130,15.4400760,47.0716468,Gabriel,
877058338,15.4388971,47.0709916,Temmel,http://www.charlytemmel.com/
877058349,15.4391711,47.0708545,Nordsee,http://www.nordsee.com/at/
879568181,15.4356978,47.0716827,La Place,https://www.kastner-oehler.at/services/gastronomie/laplace/
879568184,15.4487225,47.0616430,Blue Jean,
881888277,15.4320210,47.0663890,Shisha Palace,
885451366,15.4397231,47.0684275,Martin Auer,
885451566,15.4368901,47.0708355,Leiner's,http://www.leiners.at/
888204227,15.4370543,47.0707489,Peppone,
888735554,15.4403457,47.0708973,Herzl,www.dieherzl.at
888853135,15.4337651,47.0701808,Zur Alten Press,http://www.zuraltenpress.at
890457273,15.4365863,47.0656908,Cafe Restaurant Traude,
891954987,15.4313212,47.0740934,Tiffany Bar,www.tiffany-bar.com
897518093,15.4395231,47.0660783,Chang Thai,http://www.changthairestaurant.at/
899305818,15.4403268,47.0747847,Le Schnurrbart,https://www.facebook.com/le.schnurrbart
899427046,15.4410205,47.0461978,Black-Box,
904483878,15.4159451,47.0316818,Kommerzial,
905212298,15.4333902,47.0682375,Loft,
906742088,15.4396881,47.0724616,Hofbäckerei Edegger-Tax,http://www.hofbaeckerei.at
906948751,15.4416318,47.0735802,Buddha Bar,http://www.pfauengarten.at
910862567,15.4398481,47.0739553,Rosamunde,
911035765,15.4228323,47.0332933,IKEA Restaurant,
911035769,15.4170596,47.0338294,Restaurants im Center West,
920529746,15.4387853,47.0700439,El Pescador,http://www.elpescador.at/
925926051,15.4373060,47.0716819,Ernst-Fuchs-Bar,www.erzherzog-johann.com
926839011,15.4382618,47.0672584,Cafe Kaiserfeld,http://kaiserfeld.blog.com
926922260,15.4624156,47.0407163,3 goldene Kugeln,
926922266,15.4636759,47.0406823,Buddha,
926922391,15.4627963,47.0409161,Gotthardt,
929232430,15.4424356,47.0678115,Porta di Ferra,
929418362,15.4330707,47.0715039,Contra Punto,https://www.facebook.com/Pizzeria-Contra-Punto-305281269500842/timeline/
930653384,15.4404026,47.0710217,Il Centro Graz,
930653448,15.4392884,47.0713955,Torona,http://www.torona.at
937611039,15.4377404,47.0708900,Pronto,http://www.pronto.co.at
937611046,15.4391033,47.0692891,Landhauskeller,http://www.landhaus-keller.at
940425097,15.4630413,47.0408453,Don Camillo,
968532281,15.4515410,47.0747467,Kulturhauskeller,
973782992,15.4573197,47.0698743,Axolotl,http://www.axolotl.at/
981231736,15.4201880,47.0955952,Gasthaus zum goldenen Hirschen,
982622689,15.4677059,47.0789679,Impuls,
991630365,15.4499462,47.0758867,Pastaria,
991630464,15.4437362,47.0780537,Geidorf-Standl,
991630526,15.4466513,47.0787478,Cipollino,
992768455,15.4355229,47.0240884,Franzl Weinstube,
993871416,15.4534374,47.0570355,Stoariegelwirt,
994994742,15.4325317,47.0568130,XXXLutz Restaurant,
994995033,15.4266998,47.0591400,Admiral Games,
994995536,15.4665224,47.0794813,Kostes,
994996091,15.4584093,47.0753624,Cafe Anetter,
994996230,15.4048010,47.0528487,Admiral Sportwetten,
1001279017,15.4520425,47.0751628,Three Monkeys,
1014657618,15.4501065,47.0698538,Eckhaus,www.eckhaus.at
1014657685,15.4513451,47.0694626,s´ RechBAueR,
1026751463,15.4448369,47.0670623,Jakomini Kebab Haus,
1026751519,15.4452086,47.0670157,1001 Nacht,http://cafe1001nacht.at
1027319482,15.4516447,47.0746086,Orange,
1030160634,15.4253536,47.1022137,Chop Suey,
1030160659,15.4217282,47.1028918,edi's buffet,
1036478541,15.4586042,47.0881174,China Haus,http://members.aon.at/chinarestaurant-chinahaus/
1046513577,15.4386942,47.0591230,Dartclub,
1055050873,15.4527224,47.0774790,Sorger,
1060247304,15.4366726,47.0709972,Cafe T.H.,
1060247363,15.4361188,47.0708706,barista's,
1060247437,15.4367686,47.0709843,Peter Weinstube,
1060247446,15.4360264,47.0708477,Grillbox,
1067761903,15.3951340,47.0465117,Grießner-Wagner,http://www.griessner.at
1084426931,15.4508375,47.0720899,Hubert Auer,
1098006492,15.4409180,47.0683704,tribeka,http://tribeka.at
1098006502,15.4411373,47.0687925,Tchibo,
1098016183,15.4413417,47.0711484,Cafe Glockenspiel,http://www.glockenspiel.at
1099712263,15.4416154,47.0712444,Hemingway Bar,www.hemingway-bar.at
1099747135,15.4372958,47.0723634,la enoteca,
1100487243,15.4511855,47.0753281,Revolution,
1100664472,15.4462272,47.0676454,Cafe Bistro Santorin Zum verlorenen Sohn,
1100664481,15.4458523,47.0676846,Q,http://www.clubq.at
1103121576,15.4532601,47.0762659,Café Global,http://www.aai-graz.at/cms/index.php?page=heim-haus&hl=de_DE
1109142695,15.4299330,47.0370356,Zum Kochlöffel,
1109772615,15.4526013,47.0721377,Fontana di Trevi,
1111820852,15.4517874,47.0389138,Kutscherhof,
1129737263,15.4325995,47.0381974,s'Reindl,
1133577978,15.4600682,47.0757370,Leonhard Stüberl,
1157668100,15.4273769,47.0674993,Hannes - Das Original,
1158028124,15.4305638,47.0857174,Cafe Lang,
1162583065,15.4387639,47.0680599,Ducks Coffee Shop,
1197831412,15.4396545,47.0728856,coco,
1197831421,15.4400911,47.0736501,Seasons,www.seasons.at
1200796608,15.4337942,47.0724055,Opatija,http://www.opatija-restaurant.at/
1200796728,15.4210279,47.1032526,Happy Buddha,
1205514740,15.4004572,47.0256546,Neu Nagoja,
1226012003,15.4245803,47.1248063,Scherwirt,
1234442464,15.4332235,47.0678642,Grill am Gries,
1235206880,15.4235426,47.1136245,La Botte,http://www.la-botte.at
1239256152,15.4317432,47.0671094,Cinanbeyli Kulu,
1240370343,15.4230643,47.1128210,Cafe Feiertag,
1241442919,15.4628909,47.0603263,Antalya,
1242078700,15.4418448,47.0691938,Leberkas Willi,http://www.leberkaswilli.at/
1253952687,15.4317685,47.0668323,Mischmasch,
1259706259,15.4426718,47.0675708,1er-Standl,
1259706278,15.4422626,47.0675873,Imbiss Stacherl,
1259706281,15.4429870,47.0675918,Martin Auer (Brotküche),http://www.martinauer.at
1259706297,15.4424477,47.0676003,Leberkas Willi,http://www.leberkaswilli.at/
1259706300,15.4425744,47.0675675,s'Kärntner Stand'l,
1262535759,15.4514643,47.0694270,Memo1,
1265783498,15.4210906,47.0379642,Valentino,
1274272029,15.4493526,47.0663408,Bella Vita,
1274759485,15.4523219,47.0726402,paparazzi street lounge at pharmacy bar,www.pharmacy-bar.com
1274902729,15.4524882,47.0727347,garden lounge at pharmacy bar,www.pharmacy-bar.com
1307317627,15.4518918,47.0713009,People's,
1315145875,15.4332169,47.0609955,Goldene Schwalbe,
1319828290,15.4658197,47.0662972,Cafe Marianne,
1320235051,15.4369629,47.0597239,Ralf's Come In,
1346360693,15.4400914,47.0740496,Condor,http://www.condor-graz.at/
1352420286,15.4383978,47.0709998,Belly's urban fast food,
1363117547,15.4585040,47.0689511,Weinstube Vallant,
1363125009,15.4499281,47.0641571,Efendi,
1363125010,15.4505472,47.0677907,tribeka,http://tribeka.at
1363125013,15.4474506,47.0652296,Unterm goldenen Dachl,
1363125014,15.4514616,47.0679749,Bio-Laden Matzer,http://www.bio-laden.at
1363128984,15.4472517,47.0687672,Kitchen 12,
1363128986,15.4467617,47.0678663,Sägewerk Klassik,
1363128988,15.4468417,47.0689603,Galerie Stehcafe,
1363132392,15.4413546,47.0725301,Schreiner,http://www.schreiner.bar/
1363132399,15.4399405,47.0724418,Peppino im Hofkeller,
1363132401,15.4401633,47.0710168,Hoppala,
1363478707,15.4301414,47.0748052,Lendplatzl,
1363478713,15.4309354,47.0729711,Marschallhof,
1363478714,15.4309407,47.0729291,Stern,
1363478715,15.4333601,47.0710165,Koko,
1363478720,15.4313860,47.0748856,Miran Schaweder,http://www.falter.at/web/wwei/detail/6544/fisch-imbiss-miran-schaweder
1363478726,15.4320431,47.0746116,Santa Lucia,
1369086923,15.4309808,47.0668768,Ankara Grillhaus,
1369216387,15.4446610,47.0662423,Music-House,http://www.music-house.at/
1369230035,15.4472581,47.0686045,Kaisers BBQ,http://www.kaisersbbq.at
1373206090,15.4292547,47.0699536,Café Graz,
1377124095,15.4504128,47.0637182,Lebensgfyhl,
1377471285,15.4537657,47.0564062,Captain’s Riff,
1386746851,15.4395094,47.0709001,Zeitlos,http://www.cafe-zeitlos.at
1399962009,15.4394753,47.0728977,Goldene Pastete,
1411138570,15.4523562,47.0659264,aroom,
1411138572,15.4498882,47.0672258,Blaukrah,http://www.blaukrah.at
1411138587,15.4505850,47.0663196,Tintenfass,
1411205656,15.4440311,47.0620590,Goldener Apfel,
1411544004,15.3928009,47.0995459,Antonis,
1413431084,15.4437603,47.0618319,Kaffeesiederei Schraußer,
1422456141,15.4401063,47.0683860,Mild,http://feinkostmild.at/
1425742782,15.4533767,47.0728736,Thomawirt,http://www.thomawirt.at/
1425742785,15.4575431,47.0705524,Wallerie,
1428294975,15.4566549,47.0864422,Das Lorenz,http://www.daslorenz.at
1430926640,15.4336529,47.0675630,Dainadoo,http://www.dainadoo.at/
1432474108,15.4275231,47.0776511,Zur Gemütlichkeit,
1433225428,15.4225661,47.0809615,Cafe Bar Rali,
1433613744,15.4485926,47.0643103,Pirsch Stüberl,
1434330631,15.4504665,47.0719914,Barista's Music & Art,www.baristas.at
1435011615,15.4299159,47.0759899,Nacht-Standl,
1435328903,15.4290544,47.0711568,Hubert Auer,
1438220158,15.4309443,47.0768104,Omoka,
1438450806,15.4147164,47.0913467,Zunki,
1438707644,15.4321831,47.0608538,Morrehof,
